domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
aa.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-11T03:01:15.258Z,2026-08-06T00:00:01.467Z,2026-08-11T00:00:01.976Z,2026-08-06T00:04:44.363Z
emel.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-11T03:05:35.033Z,2026-08-06T00:00:01.467Z,2026-08-11T00:00:01.976Z,2026-08-06T00:14:50.185Z
ilst.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-11T03:08:15.119Z,2026-08-06T00:00:01.467Z,2026-08-11T00:00:01.976Z,2026-08-06T00:19:09.257Z
lnbox.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-11T03:09:58.138Z,2026-08-06T00:00:01.467Z,2026-08-11T00:00:01.976Z,2026-08-06T00:22:47.194Z
matl.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-11T03:10:41.111Z,2026-08-06T00:00:01.467Z,2026-08-11T00:00:01.976Z,2026-08-06T00:25:58.043Z
