slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
artdigimail-com-79393810,mx_host,artdigimail.com,artdigimail.com,1,1,artdigimail.com,45.129.99.67,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
corpkind-com-3d9f30d5,mx_host,corpkind.com,corpkind.com,1,1,corpkind.com,135.181.141.188,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T03:19:31.565Z
cunairt-com-1a54a53c,mx_host,cunairt.com,cunairt.com,1,1,jwmail-mx1.cunairt.com,192.241.193.15,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
esmyar-ir-f5fbff8e,mx_host,esmyar.ir,esmyar.ir,1,1,esmyar.ir,87.236.210.160,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T04:41:54.263Z
hizmatrason-tj-3892c41c,mx_host,hizmatrason.tj,hizmatrason.tj,1,1,mail.hizmatrason.tj,159.195.150.126,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T09:10:26.153Z
lesobprovermail-com-d28d7a47,mx_host,lesobprovermail.com,lesobprovermail.com,1,1,mail.lesobprovermail.com|maildnixigzwqzwgudtub.lesobprovermail.com,159.195.37.180|80.66.81.232,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T08:11:02.373Z
lilzyy-com-ef3ff26d,mx_host,lilzyy.com,lilzyy.com,1,1,mail.lilzyy.com,103.253.213.214,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
lilzyy-site-685f225f,mx_host,lilzyy.site,lilzyy.site,1,1,mail.lilzyy.site,103.253.213.214,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
omail-pro-ebd146f3,mx_host,omail.pro,omail.pro,1,1,mail.omail.pro,152.53.130.89,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T10:28:23.598Z
proxiedmail-com-adb194a7,mx_host,proxiedmail.com,proxiedmail.com,1,1,mx.proxiedmail.com,207.154.196.147,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
reboardmail-com-11e999df,mx_host,reboardmail.com,reboardmail.com,1,1,reboardmail.com,45.129.97.231,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
sitenet-site-dd205d32,mx_host,sitenet.site,sitenet.site,1,1,sitenet.site,133.125.148.28,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T12:45:07.589Z
ssahgfemrl-com-ac53cec5,mx_host,ssahgfemrl.com,ssahgfemrl.com,1,1,mail.ssahgfemrl.com,90.156.135.73,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T13:05:58.757Z
v6-army-60314c0f,mx_host,v6.army,v6.army,1,22,tinyhost.shop|tinyhost.shop.tinyhost-temp.v6.army,144.91.107.45,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
verifygmail-com-99f7dcfc,mx_host,verifygmail.com,verifygmail.com,1,1,mail.verifygmail.com,45.129.99.67,,2026-07-01T11:00:02.306Z,2026-07-01T11:00:02.306Z,
waroengmail-com-2f8dedab,mx_host,waroengmail.com,waroengmail.com,1,1,mail.waroengmail.com,43.157.202.238,,2026-05-04T13:11:51.542Z,2026-07-01T00:00:01.920Z,2026-06-30T15:01:14.265Z
