domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
cl-metal.com,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-08-24T03:04:01.996Z,2026-08-06T00:00:01.467Z,2026-08-24T00:00:02.184Z,2026-08-22T00:11:32.550Z
