slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
cloudhosting-net-b0c5b5b9,mx_host,cloudhosting.net,cloudhosting.net,25,25,mx1.cloudhosting.net|mx2.cloudhosting.net,185.53.56.44|185.53.56.45|185.53.56.46|185.53.56.47,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
cobaltgiga-com-56e8e8a0,mx_host,cobaltgiga.com,cobaltgiga.com,24,24,cobaltgiga.com,80.78.23.180,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
123nhh-xyz-662f4056,mx_host,123nhh.xyz,123nhh.xyz,19,24,mail.123nhh.xyz,5.181.51.184,2a03:4000:3f:ec8:8420:c8ff:fe16:bd47,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
cloakfast-org-7f4ad718,mx_host,cloakfast.org,cloakfast.org,11,11,cloakfast.org,80.78.27.132,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
guzel-net-tr-b43519ca,mx_host,guzel.net.tr,guzel.net.tr,6,6,mt-spamexperts.guzel.net.tr|ni-spamexperts.guzel.net.tr|pmg.guzel.net.tr|pmg2.guzel.net.tr|rd-spamexperts.guzel.net.tr,104.247.160.45|104.247.160.49|104.247.160.55|104.247.160.65|185.106.211.36|31.192.212.44,2a06:41c0::35|2a06:41c0:1::3|2a06:41c0:1::4|2a06:41c0:1::6,2026-06-04T00:00:01.971Z,2026-06-04T00:00:01.971Z,2026-06-04T00:12:30.311Z
215-im-59640dca,mx_host,215.im,215.im,4,4,smtp.215.im,75.127.6.155,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
web-hosting-com-be2e221c,mx_host,web-hosting.com,web-hosting.com,3,3,smx1.web-hosting.com|smx2.web-hosting.com|smx3.web-hosting.com|smx4.web-hosting.com,162.255.118.13|162.255.118.28|162.255.118.29,,2026-06-04T00:00:01.971Z,2026-06-04T00:00:01.971Z,2026-06-04T00:13:48.746Z
rhyta-de-c447702f,mx_host,rhyta.de,rhyta.de,2,2,mx.rhyta.de,132.145.19.65,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
spkron-com-9e90d3e1,mx_host,spkron.com,spkron.com,2,2,mail.spkron.com,46.224.181.99,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
volusion-com-a3b602ca,mx_host,volusion.com,volusion.com,2,2,mx3.volusion.com|mx4.volusion.com,108.166.43.1|108.166.43.2|146.20.161.1|146.20.161.2|173.203.187.1|173.203.187.2|184.106.54.1|184.106.54.2,,2026-06-04T00:00:01.971Z,2026-06-04T00:00:01.971Z,2026-06-04T00:08:58.544Z
1x2-mobi-f35f11bc,mx_host,1x2.mobi,1x2.mobi,1,1,mx.1x2.mobi,143.198.181.6,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
2tb-top-9a5011e9,mx_host,2tb.top,2tb.top,1,1,smtp.2tb.top,39.104.61.31,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
5nek-com-0b336930,mx_host,5nek.com,5nek.com,1,1,mail.5nek.com,174.138.109.211,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
645364-xyz-2ab21dca,mx_host,645364.xyz,645364.xyz,1,1,smtp.645364.xyz,107.173.17.235,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
adenomail-ru-0e7d6e6a,mx_host,adenomail.ru,adenomail.ru,1,1,mail.adenomail.ru,5.230.123.239,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
adenov-ru-e764cd71,mx_host,adenov.ru,adenov.ru,1,1,mail.adenov.ru,5.230.123.239,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
aspensif-com-1abcbaaa,mx_host,aspensif.com,aspensif.com,1,1,mail.aspensif.com,174.138.109.211,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
astrophomail-ru-d2731ac3,mx_host,astrophomail.ru,astrophomail.ru,1,1,mail.astrophomail.ru,5.230.123.239,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
berikwayo-com-f973e453,mx_host,berikwayo.com,berikwayo.com,1,1,mail.berikwayo.com,161.97.88.251,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
bizze-biz-c70046c2,mx_host,bizze.biz,bizze.biz,1,1,mail.bizze.biz,82.25.56.247,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
blinkinbox-club-5c4830a5,mx_host,blinkinbox.club,blinkinbox.club,1,1,mail.blinkinbox.club,172.235.151.17,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
bncinema-com-08a30336,mx_host,bncinema.com,bncinema.com,1,1,mail.bncinema.com,174.138.109.211,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
bokmails-com-36b7bdce,mx_host,bokmails.com,bokmails.com,1,1,bokmails.com,141.11.109.251,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
britannia-driving-school-co-uk-d6784f8a,mx_host,britannia-driving-school.co.uk,britannia-driving-school.co.uk,1,1,mail.britannia-driving-school.co.uk|mx.stackmail.com,185.151.28.67|185.151.28.68|185.151.28.84|185.151.28.85,,2026-06-04T00:00:01.971Z,2026-06-04T00:00:01.971Z,2026-06-04T00:02:22.785Z
brixozu-com-f5482bff,mx_host,brixozu.com,brixozu.com,1,1,mail.brixozu.com,174.138.109.211,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
chemoprophymail-ru-7307f0c0,mx_host,chemoprophymail.ru,chemoprophymail.ru,1,1,mail.chemoprophymail.ru,5.230.123.239,,2026-06-04T11:00:02.467Z,2026-06-04T11:00:02.467Z,
