domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
aortec.com.cn,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-09-05T03:01:57.224Z,2026-08-06T11:00:01.609Z,2026-09-05T00:00:02.311Z,2026-08-31T00:24:01.172Z
