slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
guzel-net-tr-b43519ca,mx_host,guzel.net.tr,guzel.net.tr,6,6,mt-spamexperts.guzel.net.tr|ni-spamexperts.guzel.net.tr|pmg.guzel.net.tr|pmg2.guzel.net.tr,104.247.160.45|104.247.160.49|104.247.160.55|104.247.160.65|185.106.211.36|31.192.212.44,2a06:41c0::35|2a06:41c0:1::3|2a06:41c0:1::4|2a06:41c0:1::6,2026-07-31T00:00:02.093Z,2026-08-02T00:00:01.744Z,2026-07-31T00:58:26.900Z
spammail-org-3c8514c7,mx_host,spammail.org,spammail.org,5,5,mail.spammail.org,37.27.23.242,,2026-07-31T00:00:02.093Z,2026-08-02T00:00:01.744Z,2026-08-02T00:06:20.565Z
likemail-com-97e0829f,mx_host,likemail.com,likemail.com,4,4,mail.likemail.com,67.225.128.18,,2026-07-31T00:00:02.093Z,2026-08-02T00:00:01.744Z,2026-07-31T01:04:30.713Z
duckzmail-com-93d7647c,mx_host,duckzmail.com,duckzmail.com,3,3,mail.duckzmail.com,47.84.85.225,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:07:46.805Z
onet-pl-6a2065e4,mx_host,onet.pl,onet.pl,3,3,mx.poczta.onet.pl,213.180.147.146,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:09:58.215Z
peaklima-com-8835bfe6,mx_host,peaklima.com,peaklima.com,3,3,peaklima.com,80.78.26.19,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:10:47.283Z
evixgames-com-05e7eeb6,mx_host,evixgames.com,evixgames.com,2,2,mail.evixgames.com,46.101.168.49,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:09:30.219Z
m2u-io-3ed149ec,mx_host,m2u.io,m2u.io,2,2,mx.m2u.io,151.245.106.119,,2026-05-04T13:11:51.542Z,2026-08-02T00:00:01.744Z,2026-08-01T03:11:20.076Z
mailblinker-com-db9087a3,mx_host,mailblinker.com,mailblinker.com,2,2,mailblinker.com,62.72.18.48,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:06:20.968Z
tempmail-co-uk-ced280e4,mx_host,tempmail.co.uk,tempmail.co.uk,2,2,mail.tempmail.co.uk,213.239.210.151,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:10:35.731Z
1004cat-com-d00b730b,mx_host,1004cat.com,1004cat.com,1,1,mail.1004cat.com,182.162.22.73,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:01:53.723Z
13461244-xyz-871c0c50,mx_host,13461244.xyz,13461244.xyz,1,1,mail.13461244.xyz,217.154.69.75,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:01:54.895Z
2xinxian-top-d914bf38,mx_host,2xinxian.top,2xinxian.top,1,1,mxu7.2xinxian.top,43.134.184.161,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:03:11.402Z
abdominomfala-com-077f10f1,mx_host,abdominomfala.com,abdominomfala.com,1,1,mail.abdominomfala.com,5.230.124.233,,2026-05-04T13:11:51.542Z,2026-08-02T00:00:01.744Z,2026-08-01T00:58:29.870Z
abstractionismmail-com-d900024b,mx_host,abstractionismmail.com,abstractionismmail.com,1,1,mail.abstractionismmail.com|maildaonvjehxjmpbmshw.abstractionismmail.com,159.195.37.180|80.66.81.232,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:02:27.378Z
academymail-in-6f7e2bc9,mx_host,academymail.in,academymail.in,1,1,academymail.in,95.217.58.48,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:02:27.848Z
adsignimfala-com-46a7ded4,mx_host,adsignimfala.com,adsignimfala.com,1,1,mail.adsignimfala.com,5.230.124.233,,2026-07-06T00:00:02.101Z,2026-08-02T00:00:01.744Z,2026-07-30T00:06:22.072Z
aghism-com-9fb3f0f1,mx_host,aghism.com,aghism.com,1,1,mail.aghism.com,167.172.1.7,,2026-08-02T11:00:01.786Z,2026-08-02T11:00:01.786Z,
aigram-kr-bfafac57,mx_host,aigram.kr,aigram.kr,1,1,mail.aigram.kr,182.162.22.73,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:02:33.514Z
amupx-com-b744740f,mx_host,amupx.com,amupx.com,1,1,mail.amupx.com,167.172.1.7,,2026-08-02T11:00:01.786Z,2026-08-02T11:00:01.786Z,
anteropmfala-com-080c6ca5,mx_host,anteropmfala.com,anteropmfala.com,1,1,mail.anteropmfala.com,,,2026-05-04T13:11:51.542Z,2026-08-02T00:00:01.744Z,2026-08-01T01:25:42.681Z
antispams-com-96b3ba71,mx_host,antispams.com,antispams.com,1,1,mx.antispams.com,51.38.122.115,,2026-07-31T00:00:02.093Z,2026-08-02T00:00:01.744Z,2026-07-31T00:56:57.827Z
aozoratech-site-ad292b41,mx_host,aozoratech.site,aozoratech.site,1,1,mail.aozoratech.site,84.247.150.15,,2026-08-02T00:00:01.744Z,2026-08-02T00:00:01.744Z,2026-08-02T00:02:40.128Z
