slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
1aolmail-com-3f84e0fb,mx_host,1aolmail.com,1aolmail.com,1,1,mx.1aolmail.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T00:09:14.321Z
clonegiare-shop-78105bb3,mx_host,clonegiare.shop,clonegiare.shop,1,1,clonegiare.shop,103.82.24.7,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T03:03:33.026Z
contacterpro-com-e5cdf13e,mx_host,contacterpro.com,contacterpro.com,1,1,mx.contacterpro.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T03:11:32.285Z
dofutlook-com-525b3f53,mx_host,dofutlook.com,dofutlook.com,1,1,mx.dofutlook.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T03:52:21.506Z
domainseoforum-com-6261da17,mx_host,domainseoforum.com,domainseoforum.com,1,1,mx.domainseoforum.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T03:53:19.111Z
echoharbor-in-c4f27ef5,mx_host,echoharbor.in,echoharbor.in,1,1,mx.echoharbor.in,152.53.245.147,,2026-07-18T00:00:01.503Z,2026-07-18T00:00:01.503Z,2026-07-18T00:02:22.444Z
escapeion-com-025d9077,mx_host,escapeion.com,escapeion.com,1,1,bak001.escapeion.com,107.170.247.118,,2026-07-18T11:00:02.382Z,2026-07-18T11:00:02.382Z,
expert-seo-company-com-747a304f,mx_host,expert-seo-company.com,expert-seo-company.com,1,1,mx.expert-seo-company.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T04:40:02.880Z
finishit-space-56c6bdf8,mx_host,finishit.space,finishit.space,1,1,mail.finishit.space,198.96.89.106,,2026-07-18T11:00:02.382Z,2026-07-18T11:00:02.382Z,
haloforge-info-b4f1a9c6,mx_host,haloforge.info,haloforge.info,1,1,mx.haloforge.info,152.53.245.147,,2026-07-18T00:00:01.503Z,2026-07-18T00:00:01.503Z,2026-07-18T00:02:23.288Z
lalola-space-b30b3857,mx_host,lalola.space,lalola.space,1,1,lalola.space,206.168.149.66,,2026-07-18T11:00:02.382Z,2026-07-18T11:00:02.382Z,
makertrial-com-5bf1908f,mx_host,makertrial.com,makertrial.com,1,1,makertrial.com,157.20.240.58,,2026-06-18T00:00:02.311Z,2026-07-18T00:00:01.503Z,2026-07-12T00:01:53.171Z
minefieldmail-com-38d218b2,mx_host,minefieldmail.com,minefieldmail.com,1,1,mx.minefieldmail.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T08:59:23.092Z
moneyzon-com-56846c07,mx_host,moneyzon.com,moneyzon.com,1,1,moneyzon.com,206.168.149.18,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T09:08:05.606Z
nimbusreach-info-9962ab6a,mx_host,nimbusreach.info,nimbusreach.info,1,1,mx.nimbusreach.info,152.53.245.147,,2026-07-18T00:00:01.503Z,2026-07-18T00:00:01.503Z,2026-07-18T00:02:25.864Z
onsaleadult-com-35220d21,mx_host,onsaleadult.com,onsaleadult.com,1,1,mx.onsaleadult.com,52.18.59.124,,2026-05-04T13:11:51.542Z,2026-07-18T00:00:01.503Z,2026-07-16T10:08:00.735Z
pheochrcs-ru-24e04a78,mx_host,pheochrcs.ru,pheochrcs.ru,1,1,mail.pheochrcs.ru,5.230.123.239,,2026-07-18T11:00:02.382Z,2026-07-18T11:00:02.382Z,
