slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
moakt-com-9c5b62ea,mx_host,moakt.com,moakt.com,14,18,mx.moakt.com,64.31.34.26,,2026-05-04T13:11:51.542Z,2026-08-06T00:00:01.467Z,2026-08-02T00:09:32.692Z
jar4-cn-088dfad1,mx_host,jar4.cn,jar4.cn,8,8,mail.jar4.cn,43.155.206.230,,2026-05-04T13:11:51.542Z,2026-08-06T00:00:01.467Z,2026-08-01T14:45:22.176Z
chinaqoe-com-dbde3a64,mx_host,chinaqoe.com,chinaqoe.com,7,7,li.chinaqoe.com|smtp.chinaqoe.com,47.238.125.101|8.218.185.33,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:34:24.409Z
guzel-net-tr-b43519ca,mx_host,guzel.net.tr,guzel.net.tr,5,5,mt-spamexperts.guzel.net.tr|ni-spamexperts.guzel.net.tr|pmg.guzel.net.tr|pmg2.guzel.net.tr,104.247.160.45|104.247.160.49|104.247.160.55|104.247.160.65|185.106.211.36|31.192.212.44,2a06:41c0::35|2a06:41c0:1::3|2a06:41c0:1::4|2a06:41c0:1::6,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:18:31.952Z
likemail-com-97e0829f,mx_host,likemail.com,likemail.com,4,4,mail.likemail.com,67.225.128.18,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:43:43.250Z
1mail-lt-9b0e57fa,mx_host,1mail.lt,1mail.lt,2,2,mail.1mail.lt,178.104.155.248,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:03:55.061Z
edud-site-cbf792df,mx_host,edud.site,edud.site,2,2,edud.site|mail.edud.site|mail.volkai.cloud|volkai.cloud,72.60.135.202,2a02:4780:4:a605::1,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:16:55.213Z
nominalia-com-8a215b90,mx_host,nominalia.com,nominalia.com,2,2,mail.nominalia.com,195.110.124.132,,2026-05-04T13:11:51.542Z,2026-08-06T00:00:01.467Z,2026-08-01T12:10:34.229Z
4sauna-ru-a1aeed0a,mx_host,4sauna.ru,4sauna.ru,1,1,mail.4sauna.ru,141.8.192.16,2a0a:2b42:18:7623::,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:04:11.703Z
808651-com-0cbd26d3,mx_host,808651.com,808651.com,1,1,mx-in.808651.com,192.99.207.157,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:04:32.285Z
air-com-f65dabad,mx_host,air.com,air.com,1,1,air.com,66.45.234.162,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:05:24.834Z
aonwin-com-c682c8f4,mx_host,aonwin.com,aonwin.com,1,1,mail.aonwin.com,38.54.119.91,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:06:27.162Z
argewebhosting-nl-3b3771ac,mx_host,argewebhosting.nl,argewebhosting.nl,1,1,bounce.argewebhosting.nl,185.103.241.22|185.103.241.23|185.223.33.23|185.223.33.25|185.223.33.26|185.223.33.27|185.223.33.30,2a01:b941:2::23|2a01:b941:2::24|2a01:b941:2::28|2a01:b941:2::29|2a01:b941:2::30|2a05:1500:702:9:1c00:7fff:fe00:5556|2a05:1500:702:9:1c00:f0ff:fe00:5555,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:19:21.048Z
autorijschoolpoul-com-19b5dce8,mx_host,autorijschoolpoul.com,autorijschoolpoul.com,1,1,autorijschoolpoul.com,45.152.249.2,2a12:5040:1:302:248a:39ff:fe73:1471,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:07:08.206Z
bcnsc-online-52baafd7,mx_host,bcnsc.online,bcnsc.online,1,1,bcnsc.online,86.107.77.15,,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:07:41.491Z
