domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
ail.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:01:28.714Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:29.799Z
bx.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:03:09.908Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:30.496Z
fake.com,,,fake-com.mail.protection.outlook.com,52.101.89.0|52.101.89.1|52.101.89.2|52.101.99.2,2a01:111:f403:ca0b::|2a01:111:f403:ca0b::1|2a01:111:f403:ca0b::2|2a01:111:f403:ca1a::,2026-09-09T11:00:02.245Z,2026-09-09T11:00:02.245Z,2026-09-09T11:00:02.245Z,
gmaill.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:06:49.105Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:36.113Z
harvenkiori.com,emailfake-com-12aa8573,emailfake.com,emailfake.com,91.196.52.205,,2026-09-09T03:07:12.894Z,2026-09-08T11:00:02.348Z,2026-09-09T00:00:01.780Z,2026-09-09T00:19:39.145Z
inoteck.ru,,,,,,2026-09-09T11:00:02.245Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:37.019Z
ke.com,ke-com-a00df388,ke.com,mailgateway.ke.com,192.144.195.211,,2026-09-09T03:08:47.690Z,2026-09-08T11:00:02.348Z,2026-09-09T00:00:01.780Z,2026-09-09T00:19:39.658Z
loopvoyage.net,peaklima-com-8835bfe6,peaklima.com,peaklima.com,80.78.26.19,,2026-09-09T03:09:41.533Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:37.385Z
mbler.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:10:24.655Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:37.808Z
msi.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:10:52.675Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:41.648Z
shuoqiangelectronics.com,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-09-09T03:14:16.071Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:42.839Z
yendex.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:17:41.451Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:46.550Z
yx.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-09T03:17:54.410Z,2026-08-11T00:00:01.976Z,2026-09-09T00:00:01.780Z,2026-09-04T00:02:51.935Z
