domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
lyapota.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-13T03:10:30.648Z,2026-08-15T00:00:02.240Z,2026-09-13T00:00:02.606Z,2026-09-08T00:24:13.682Z
maio.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-13T03:10:55.265Z,2026-08-15T00:00:02.240Z,2026-09-13T00:00:02.606Z,2026-09-08T00:24:14.107Z
mei.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-13T03:11:12.586Z,2026-08-15T00:00:02.240Z,2026-09-13T00:00:02.606Z,2026-09-08T00:24:14.872Z
yandex.su,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-13T03:18:51.673Z,2026-08-15T00:00:02.240Z,2026-09-13T00:00:02.606Z,2026-09-08T00:24:17.387Z
