domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
jg.greene.com,spamex-com-f4c9735f,spamex.com,smtp.spamex.com,107.23.174.199,,2026-09-22T03:09:11.021Z,2026-08-06T00:00:01.467Z,2026-09-22T00:00:02.127Z,2026-09-15T00:19:51.740Z
ldlycej.ru,,,,,,2026-09-22T11:00:01.923Z,2026-08-24T00:00:02.184Z,2026-09-22T00:00:02.127Z,2026-09-17T00:18:52.108Z
ramvler.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-22T03:14:19.748Z,2026-08-24T00:00:02.184Z,2026-09-22T00:00:02.127Z,2026-09-17T00:18:55.150Z
rsmbler.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-22T03:14:45.987Z,2026-08-24T00:00:02.184Z,2026-09-22T00:00:02.127Z,2026-09-17T00:18:54.735Z
sdoh.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-09-22T03:15:09.572Z,2026-08-24T00:00:02.184Z,2026-09-22T00:00:02.127Z,2026-09-17T00:18:55.943Z
