slug,type,key,label,domain_count,source_domain_count,mx_hosts,mx_ipv4,mx_ipv6,first_seen_at,last_seen_at,last_enriched_at
topmailtop-com-add64449,mx_host,topmailtop.com,topmailtop.com,4,4,affnetix.topmailtop.com,82.117.242.61,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
alerous-com-4a15820b,mx_host,alerous.com,alerous.com,1,1,e.alerous.com,138.197.239.249,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
automysoli-com-d79045fe,mx_host,automysoli.com,automysoli.com,1,1,mail.automysoli.com,5.230.123.239,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
birdzpt-com-546f57d2,mx_host,birdzpt.com,birdzpt.com,1,1,mx.birdzpt.com,95.216.182.84,,2026-08-27T00:00:02.190Z,2026-08-28T00:00:02.148Z,2026-08-27T00:03:44.443Z
buycard-xyz-da987a29,mx_host,buycard.xyz,buycard.xyz,1,1,m.buycard.xyz,104.21.95.65|172.67.143.121,2606:4700:3030::6815:5f41|2606:4700:3036::ac43:8f79,2026-08-24T00:00:02.184Z,2026-08-28T00:00:02.148Z,2026-08-24T00:18:59.463Z
crczrsxls-top-00844eca,mx_host,crczrsxls.top,crczrsxls.top,1,1,mail.crczrsxls.top,170.106.117.143,,2026-06-05T00:00:02.275Z,2026-08-28T00:00:02.148Z,2026-08-24T00:11:59.784Z
dns-army-de217f9d,mx_host,dns.army,dns.army,1,1,mx1.improvmx.com.artisballs.dns.army|mx2.improvmx.com.artisballs.dns.army,,,2026-08-27T00:00:02.190Z,2026-08-28T00:00:02.148Z,2026-08-27T00:03:44.050Z
elmgrovedesk-com-3353437c,mx_host,elmgrovedesk.com,elmgrovedesk.com,1,1,mail.elmgrovedesk.com,2.28.50.71,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
emailserver-vn-ed1e2bff,mx_host,emailserver.vn,emailserver.vn,1,1,pro63.emailserver.vn,103.110.129.163,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
foodtrik-com-4d693987,mx_host,foodtrik.com,foodtrik.com,1,1,mx.foodtrik.com,95.216.182.84,,2026-08-27T00:00:02.190Z,2026-08-28T00:00:02.148Z,2026-08-27T00:03:46.335Z
heteropemail-ru-1c470a24,mx_host,heteropemail.ru,heteropemail.ru,1,1,mail.heteropemail.ru,5.230.123.239,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
lindenrowgroup-com-c5bc835f,mx_host,lindenrowgroup.com,lindenrowgroup.com,1,1,mail.lindenrowgroup.com,2.28.50.71,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
mailtech-ro-04b604b9,mx_host,mailtech.ro,mailtech.ro,1,1,mail.mailtech.ro,57.128.223.98,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
medenta34-ru-8053f9c6,mx_host,medenta34.ru,medenta34.ru,1,1,mail.medenta34.ru,195.209.212.153,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
mkseiuuda-top-2270fc5b,mx_host,mkseiuuda.top,mkseiuuda.top,1,1,mail.mkseiuuda.top,170.106.117.143,,2026-06-05T00:00:02.275Z,2026-08-28T00:00:02.148Z,2026-08-24T00:14:30.171Z
muzgruz-site-f04761a8,mx_host,muzgruz.site,muzgruz.site,1,1,mail.muzgruz.site,217.107.219.114,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
mymrxuyrd-top-dcd99f98,mx_host,mymrxuyrd.top,mymrxuyrd.top,1,1,mail.mymrxuyrd.top,170.106.117.143,,2026-06-05T00:00:02.275Z,2026-08-28T00:00:02.148Z,2026-08-24T00:14:32.070Z
omniversal-sbs-8143ca11,mx_host,omniversal.sbs,omniversal.sbs,1,1,mail.omniversal.sbs,152.53.253.149,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
tempmailx-xyz-125c17be,mx_host,tempmailx.xyz,tempmailx.xyz,1,1,mail.tempmailx.xyz,,,2026-08-02T00:00:01.744Z,2026-08-28T00:00:02.148Z,2026-08-26T00:03:58.704Z
totalgamehub-net-996ebced,mx_host,totalgamehub.net,totalgamehub.net,1,1,mx.totalgamehub.net,95.216.182.84,,2026-08-27T00:00:02.190Z,2026-08-28T00:00:02.148Z,2026-08-27T00:03:49.726Z
wmail-cam-9a02b7f8,mx_host,wmail.cam,wmail.cam,1,1,mail.wmail.cam,31.58.181.165,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
wuoting-com-ba42d274,mx_host,wuoting.com,wuoting.com,1,1,postmaster.wuoting.com,138.197.239.249,,2026-08-28T00:00:02.148Z,2026-08-28T00:00:02.148Z,2026-08-28T00:08:39.287Z
xmail-cam-b15d0d7d,mx_host,xmail.cam,xmail.cam,1,1,mail.xmail.cam,31.58.181.165,,2026-08-28T11:00:02.046Z,2026-08-28T11:00:02.046Z,
