domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
aavers.ru,yandex-net-59070514,yandex.net,mx.yandex.net,77.88.21.249,2a02:6b8::311,2026-08-19T03:01:16.470Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:05:07.909Z
amgz.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:01:49.352Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:06:26.699Z
atm.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:02:09.100Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:07:24.917Z
avtobel.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:02:16.467Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:07:33.916Z
burkiewicz.pl,burkiewicz-pl-c1a844f3,burkiewicz.pl,mail.burkiewicz.pl,64.20.34.139,,2026-08-19T03:03:20.706Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:10:00.819Z
cfte.com,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-08-19T03:03:48.733Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:10:28.584Z
cn.tuvaustria.com,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-08-19T03:04:04.728Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:11:03.054Z
kamzaac.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:09:08.334Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:21:41.035Z
kraytek.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:09:34.430Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:22:31.273Z
laconnection.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:09:40.262Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:22:53.295Z
latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.latinpassion.reilis.site,,,,,,,,,
orotonmail.com,h-email-net-2f9bd5ed,h-email.net,mail.h-email.net,162.55.164.116|165.227.156.49|165.227.159.144|167.235.143.33|178.62.199.248|49.13.4.90|5.161.194.135|5.161.98.212|5.75.171.74|91.107.214.206,,2026-08-19T03:12:33.747Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:31:24.176Z
rab.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:13:46.580Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:35:12.078Z
snoy.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:15:03.561Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:37:27.569Z
vsnt.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:17:22.187Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:43:06.264Z
worldtyres.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:17:46.735Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:44:39.655Z
yandexl.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-19T03:18:12.262Z,2026-08-06T00:00:01.467Z,2026-08-19T00:00:01.671Z,2026-08-14T00:45:42.962Z
