domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
spanishpronto.com,junkemailfilter-com-58fad2ae|junkemailfilter-net-2ce65a77|junkemailfilter-org-45512977,junkemailfilter.com|junkemailfilter.net|junkemailfilter.org,mx.junkemailfilter.com|mx.junkemailfilter.net|mx.junkemailfilter.org,184.105.182.180|184.105.182.210|184.105.182.211|184.105.182.212|184.105.182.220|184.105.182.221|184.105.182.222|184.105.182.40|184.105.182.41,,2026-06-16T03:14:37.037Z,2026-06-04T00:00:01.971Z,2026-06-16T00:00:01.537Z,2026-06-12T00:01:07.177Z
