domain,provider_slugs,provider_labels,mx_hosts,mx_ipv4,mx_ipv6,mx_resolved_at,first_seen_at,last_seen_at,last_enriched_at
263.net,263-net-676f1020,263.net,mx.263.net|mxw.263.net,107.150.117.76|128.1.42.104|128.14.224.70,,2026-08-06T03:00:25.812Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:03:58.218Z
avtor.site,,,,,,2026-08-06T11:00:01.609Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:07:11.613Z
inbo.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:08:19.216Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:19:12.750Z
jcom.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:08:44.550Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:20:00.821Z
makl.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:10:39.527Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:25:35.961Z
promotionaldomains.com,emailowl-com-1b358d79,emailowl.com,mx1.emailowl.com|mx2.emailowl.com|mx3.emailowl.com,107.170.208.118|107.191.41.169|188.226.221.25,,2026-08-06T03:13:20.897Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:33:41.002Z
r-e.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:13:40.645Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:34:30.908Z
rabler.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:13:45.127Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:34:35.501Z
t-e.ru,blackhole-mx-579705ce,blackhole.mx,void.blackhole.mx,195.201.28.161|78.47.159.103|95.217.0.12,2a01:4f8:1c0c:54b0::2|2a01:4f8:1c17:4376::2|2a01:4f9:c010:2ce2::2,2026-08-06T03:15:42.557Z,2026-08-06T00:00:01.467Z,2026-08-06T00:00:01.467Z,2026-08-06T00:37:49.500Z
